Unnamed: 0,parent_knowledge_status,parentcontrol,sexualexperience,serious_relationship,notserious_relationship,meeting_online_experience,online_and_never_met,socialmedia_interested_interactedsm,socialmedia_interested_friendedsm,interested_friendedsm,interested_text,interested_video,interested_music,interested_sexypics,interested_inperson,interested_other,search_information_current,friended_setup,search_information_past,askout_text,askout_inperson,askout_phone,askout_dm,askout_friendasked,askout_wait,askout_other,shared_passwords,time_outsideschoool,time_phone,time_text,time_online,time_videochat,time_email,time_socialmediapost,time_messagingapps,shareonline_location,shareonline_activity,shareonline_thoughts,shareonline_friends,shareonline_school,shareonline_health,shareonline_family,shareonline_politics,shareonline_religion,shareonline_funny,pparent_knowledge_status
900, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
903,1,limit_time,no,,,,, ,,yes,yes,no,no,no,yes,no,yes,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
904,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
905,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,not_sure
906,3,,no,,,,, ,,no,yes,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
907, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
911,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
912, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,2,,yes,no,yes,none,,1,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,less_often,less_often,never,everyday,less_often,never,every_few_days,,yes,yes,yes,,yes,no,yes,no,no,yes,no
914,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
915,2,,yes,no,no,none,, ,,yes,no,no,yes,no,yes,yes,yes,,yes,no,no,no,no,no,yes,no,yes,every_few_days,everyday,everyday,everyday,never,everyday,,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
916,1,do_not_limit,yes,yes,,2-5,yes,1,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,every_few_days,less_often,every_few_days,never,less_often,never,less_often,never,yes,no,yes,,yes,no,yes,no,no,yes,yes
917,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
918,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
919, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
924, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1,do_not_limit,no,,,,,1,yes,yes,yes,no,yes,no,yes,no,no,yes,,yes,no,yes,no,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
927,2,,no,,,,,1,no,no,no,no,no,no,no,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
928,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
929,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
930, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
932, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1,do_not_limit,yes,yes,,none,,1,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,every_few_days,every_few_days,everyday,every_few_days,every_few_days,less_often,everyday,every_few_days,yes,yes,yes,,no,no,no,no,yes,yes,yes
937, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,2,,yes,yes,,none,, ,,yes,yes,no,no,no,yes,no,yes,,yes,no,yes,no,no,no,no,no,no,everyday,less_often,less_often,never,never,never,,never,yes,yes,yes,,yes,no,no,no,no,yes,no
939,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
940,2,,no,,,,,2,no,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
941,1,limit_time,yes,no,no,none,,2,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,less_often,every_few_days,everyday,less_often,less_often,less_often,less_often,less_often,yes,yes,yes,,no,yes,yes,yes,yes,yes,yes
942, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1,limit_time,yes,yes,,none,,2,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,everyday,everyday,everyday,less_often,less_often,never,less_often,never,yes,yes,yes,,yes,no,yes,no,no,yes,yes
944, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,2,,yes,no,no,none,, ,,yes,no,no,no,no,yes,no,no,,no,no,no,no,no,yes,no,no,no,less_often,less_often,everyday,less_often,every_few_days,every_few_days,,,yes,yes,yes,,yes,yes,yes,no,no,yes,no
948, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
950,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
951, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,3,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
955,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
956,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
957, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
960, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,everyday,everyday,everyday,everyday,everyday,never,less_often,never,yes,yes,yes,,no,no,yes,no,no,yes,yes
964,2,,no,,,,, ,,no,no,no,no,no,yes,no,yes,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
965, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
969, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,everyday,every_few_days,everyday,never,never,never,never,never,no,no,no,,no,no,no,no,no,yes,no
972,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
973, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,3,,no,,,,,2,yes,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,not_sure
976, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1,limit_time,no,,,,,1,yes,no,yes,no,no,no,yes,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,yes
978,2,,yes,no,no,none,, ,,yes,yes,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,no,no,no,no,yes,every_few_days,everyday,everyday,never,never,less_often,,never,yes,yes,yes,,yes,yes,yes,no,no,yes,no
979, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,2,,no,,,,,2,no,yes,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
981, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,2,,yes,no,no,none,,2,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,never,never,never,never,never,never,never,,no,no,no,,no,no,no,no,no,no,no
985, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,2,,yes,no,no,none,, ,,yes,yes,no,yes,no,yes,no,yes,,yes,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,everyday,every_few_days,less_often,,everyday,yes,yes,yes,,no,yes,yes,no,no,yes,no
987,1,limit_time,yes,yes,,none,, ,,yes,no,no,no,no,yes,no,no,,no,no,no,no,no,no,yes,no,no,everyday,everyday,everyday,every_few_days,everyday,less_often,,never,no,yes,yes,,no,no,no,no,yes,yes,yes
988,2,,no,,,,,2,yes,no,no,no,no,no,no,no,no,no,,yes,yes,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
989,2,,no,,,,,2,yes,no,no,no,no,no,yes,no,no,yes,,no,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
990, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
992, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
994,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
995,1,,yes,no,yes,one,yes,1,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,everyday,every_few_days,less_often,never,never,never,every_few_days,never,no,yes,no,,no,yes,yes,yes,yes,yes,yes
996, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1000, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1004, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1006,2,,yes,no,no,none,, ,,no,no,no,no,no,yes,no,no,,no,no,no,no,no,no,yes,no,no,less_often,less_often,less_often,never,never,never,,never,no,no,no,,no,no,no,no,no,no,no
1007,1,limit_time,yes,yes,,none,,2,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,everyday,less_often,never,never,never,no,no,no,,no,no,no,no,no,yes,yes
1008,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1009,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1010, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1,limit_time,yes,yes,,none,, ,,no,no,no,no,no,yes,no,no,,no,no,no,no,no,no,yes,no,no,every_few_days,less_often,less_often,every_few_days,less_often,less_often,,less_often,yes,yes,yes,,yes,no,no,no,no,yes,yes
1012,1,do_not_limit,yes,yes,,one,no,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,every_few_days,everyday,everyday,everyday,every_few_days,every_few_days,every_few_days,every_few_days,yes,yes,yes,,no,yes,yes,no,no,yes,yes
1013,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1014, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,2,,yes,no,no,none,, ,,no,no,no,no,no,yes,no,no,,no,no,no,no,no,no,yes,no,no,never,never,never,never,never,never,,never,no,no,no,,no,no,no,no,no,yes,no
1016,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,never,everyday,never,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
1017, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,1,limit_time,no,,,,,1,yes,no,no,no,yes,no,yes,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1019,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1020,1,limit_time,yes,yes,,none,,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,everyday,everyday,everyday,every_few_days,never,never,every_few_days,never,yes,yes,yes,,yes,no,yes,no,no,yes,yes
1021,2,,yes,no,no,none,,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,less_often,less_often,never,never,never,never,never,yes,yes,no,,no,no,no,no,no,yes,no
1022, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1,do_not_limit,yes,yes,,none,, ,,no,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,yes,every_few_days,everyday,everyday,never,never,never,,never,no,no,no,,no,no,no,no,no,yes,yes
1025,2,,no,,,,,1,yes,yes,no,no,yes,no,yes,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1026,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1027,2,,no,,,,,1,yes,yes,yes,yes,no,no,no,no,no,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1028,3,,yes,no,no,one,no,2,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,every_few_days,everyday,everyday,everyday,every_few_days,less_often,every_few_days,never,yes,yes,yes,,no,no,yes,no,no,yes,not_sure
1029,1,do_not_limit,yes,yes,,none,,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,less_often,never,everyday,never,never,never,less_often,never,yes,yes,yes,,yes,yes,yes,no,yes,yes,yes
1030, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1032,3,,yes,no,yes,none,,1,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,every_few_days,every_few_days,everyday,everyday,everyday,less_often,everyday,everyday,yes,yes,yes,,yes,yes,no,yes,yes,yes,not_sure
1033,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1034,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,yes,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1035,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1036, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1,limit_time,yes,yes,,none,,2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,every_few_days,everyday,everyday,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,yes
1039,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,never,every_few_days,less_often,everyday,everyday,no,no,no,,no,no,no,no,no,no,yes
1040, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
1043,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1044,2,,yes,no,yes,none,,1,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,every_few_days,everyday,everyday,everyday,every_few_days,less_often,everyday,less_often,yes,yes,yes,,yes,no,no,no,yes,yes,no
1045, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1049, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1051,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1052,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1053,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1054, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,2,,no,,,,,2,yes,yes,no,no,yes,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1056,2,,no,,,,, ,,yes,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1057, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1060,2,,,,,,, ,,,,,,,,,no,,,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1061, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1063,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1064,2,,no,,,,,2,yes,no,no,no,no,no,no,no,no,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1065, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,no,,no,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1067,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1068, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,2,,no,,,,,1,no,no,no,no,no,no,no,no,yes,yes,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1070,2,,yes,no,no,2-5,yes,1,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,never,everyday,everyday,everyday,everyday,never,everyday,everyday,yes,yes,yes,,no,yes,yes,no,yes,yes,no
1071,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1072,2,,yes,no,no,none,, ,,no,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,never,never,everyday,never,never,never,,never,no,no,no,,no,no,no,no,no,no,no
1073, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,everyday,every_few_days,everyday,never,less_often,never,every_few_days,everyday,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1077,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,less_often,less_often,less_often,less_often,less_often,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1078, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,2,,no,,,,,1,yes,yes,no,no,yes,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1080,2,,yes,no,no,none,, ,,no,yes,no,no,no,yes,no,no,,no,no,no,yes,no,no,no,no,no,less_often,every_few_days,everyday,never,every_few_days,never,,never,yes,yes,yes,,yes,no,no,no,no,yes,no
1081,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1082,1,limit_time,yes,no,no,none,,2,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,every_few_days,everyday,everyday,never,never,less_often,everyday,never,yes,yes,yes,,no,no,yes,no,no,yes,yes
1083,2,,yes,no,no,2-5,no,1,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,less_often,less_often,less_often,less_often,less_often,less_often,less_often,,yes,yes,yes,,no,yes,no,no,no,no,no
1084,2,,no,,,,,1,no,no,yes,no,no,no,no,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1085,1,do_not_limit,yes,yes,,none,,1,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,everyday,everyday,everyday,every_few_days,every_few_days,everyday,everyday,less_often,yes,yes,yes,,yes,no,yes,no,no,yes,yes
1086, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
1089, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
